role_id,pay
08567e5c13f48da57a042f78,6.0
5ce0262cdb64da8741ba3e79,6.0
98b7b9b8e186c725adb1b1c9,6.0
4cbc4b765d3d38bc1603addb,68.0
8225a241ae5a23f9d164f3ff,30.0
6c112adb501b9bd4abbc27fb,68.0
2a93e20597bfbcf6f98717f7,6.0
f52b3110a4179bd38b9ef6b5,68.0
d701c71732a467e307615ccd,6.0
f05d5d8385179a6327e191e3,6.0
a7b6ce9fb0eb3ea0705812f7,6.0
5e34d1d8a89d4634e1d76d9e,6.0
bdd53b2115b4a2edefb64fec,6.0
80106792bc07cadafca6af27,30.0
210054a5f7434faf86030a87,6.0
0a6bf54a596a218f78570e8f,30.0
e0bc0e818dc0aa947b03c7c1,6.0
a77927e83754207f17649a42,6.0
97e271c8ec37c09ad54536eb,30.0
55f84799d373ff0ecbbe207f,30.0
e5e987c576b779f9f80c46a1,6.0
a3b5708e39f64ce85034d040,6.0
6ffb25e3b2559823d63cf57e,30.0
f91a3d556e754e54330d395e,30.0
62a741f760306b16df368b84,6.0
114a6c0b0cfc7f5178acfcb2,6.0
95c03aae6efa150742168a50,6.0
f80e1b27a59e21655b9b7e83,30.0
d4846684e62dfe17d3a31de4,68.0
ac4ff6d4f05848ae032d9346,128.0
91bd1d0212b3ce44f4d6d526,30.0
7882164171ad39c1fe12b0d9,68.0
975f6aaec118f7781f6d0119,6.0
b5bf088f374b8f30d22bbff8,6.0
0c01e8ce02ab4880971873e6,6.0
b1803901eace1408314a82a9,6.0
fdbff854285af66751ef878f,6.0
8fa04be606abb6fe30f4aab5,6.0
fe8141ce150b0dec0ab4b231,128.0
a9d47cdac91781498da43ebb,30.0
fb5f49d05d24548ab08763e2,68.0
a4dea2b8319dbccb5e3450b4,68.0
90a7810050d84b7a219d68fa,128.0
8fd4104b8652f2d167a126f7,6.0
3ed99ccb2c3065f6d0eb1e2b,6.0
3f672be0a02991abf6bf0935,6.0
cd43657932e0321e5766eea5,30.0
291e28370a8b817de200e4af,6.0
dc8f7edc3bafa967da80a996,6.0
233e0e71d30649060341a67c,68.0
bb5518149d7618aea24910de,6.0
ffe0175cdf066ff113bba6fd,6.0
ef4459e98753ab9c8274af67,6.0
2a9643b6fe79ce67c813235e,6.0
51444c118ed5a1f808315637,6.0
92c4b949193c653056eacb04,6.0
d2fc685f7480b85d2456403e,68.0
1a0e8382ff403063c4bdd3a0,6.0
467576630245ee4f1471134c,30.0
30ea2cef61348b685bd104bc,6.0
547710738f07da5772b0f3cb,6.0
962f679eef46a7f42c072ac4,6.0
1542cd9448a6fadda0ab5878,68.0
de588dbd0374fad8c179c2dd,68.0
32b2179f219d2fc51f107865,68.0
ce87172817c8d09c42cdacad,6.0
c9ffc1005eca5709a3933a5f,6.0
78676537cdfba1d84c58e7d7,6.0
6ee36f99f3614ca1d68c0fe2,68.0
9b70246dbfbade4bfda3355e,30.0
ff9a76d721f47f60bc1d1fa0,68.0
8dad8e477296aca34f68e451,6.0
3ac8a6eedfcb87a4d26b1856,6.0
05e697b5a5795ee3e3c8f2c7,6.0
e655285cdc391d94084e2613,6.0
0e5b1944be7774923a3c70fc,6.0
450ccd7a425fdc14761a40e9,68.0
3f3ba719abcc2b48a5967ea1,128.0
b570a34fba84036dbcfd60c1,6.0
fdc959444369854229110638,6.0
5fb005494c0ef5ffe94f16e5,6.0
2d6fcb3d5536e30bc35d946b,6.0
5ccb412d2698203f8f04f6e6,6.0
f2ce4f5d1907de39b44766dc,6.0
b46d07efd69dbd5840a621d3,6.0
70d23c02a4905303ff4c1ada,6.0
f37f92251c3f3db0ac1aa5f8,68.0
3b485a294ff6a718bc6f01f8,6.0
94c1d0d18121d6ba721eb094,6.0
0d9762133e9dcfe553d8d89d,6.0
5d3bc1ddd7fc6c03434fd727,6.0
f16734de220fc17d4d325dd2,6.0
dba99e25b6340f1aa5cc2e36,6.0
cd60cecd1dcf20af74b58d53,30.0
886e73495b92c5133a96078f,6.0
920f07541e64dbcffbcff501,68.0
b98937041d099f4ede69c24a,68.0
2bed7b3902712248acfe705d,68.0
c72d890ade522432e3de1aa9,6.0
85b7783ac96f666d5b4164d4,6.0
41829cb7b250a2be9648cb86,68.0
e60e5f7c45b2249ac1b32c13,6.0
e35a7ae0383c9281d3a349e2,6.0
ea687ef876ad08e0375c8975,30.0
abde59dac8bf036ad1a9f84c,6.0
dbc70f769d10adbc2b5e7817,6.0
9b5e3b5de7f6b84203df6981,6.0
ebc8b15e112ffd0ae683c7eb,68.0
f5454380100ae246050136e8,68.0
04f9725f482c7b1ad0fac422,30.0
4f5d5652b6d2159e574eeacc,68.0
dd3e06094d71fa8852b2eadb,6.0
1dacb64aecc67d7c6f98e933,6.0
7d10f130cda24a3f6a758e75,68.0
64c1f65711e9cca5e89057df,6.0
9fc6c10dd7a8ca82f63b51d6,6.0
ae7c42ceee12b601536aa622,6.0
7421f00ac67e489852318647,6.0
49de6098449ec91092659c4f,6.0
539920f701b2c337b6351f76,30.0
c5bc01800ae6c3153db5f0ee,6.0
ffa5a4274ce512cfe46c6181,30.0
045b720ba01d5cc19913c9bf,30.0
1864e261527e8dda20f910ef,6.0
9a557b67c7c8f468aaaa215a,68.0
2202ad899ed3b231bc03dab0,68.0
f3922aab01b991fad05cc1b1,68.0
0e66b2338af20fc8f0dc6205,68.0
1e500aec94c3a11f1ac1b158,68.0
8b0111adec0e8bcf718c9252,6.0
7dead9fe37afc94b9456bb7c,6.0
9f49d4cf6c5db5b76ddbb8f3,30.0
cf2e0d1f7591eaf6aae70fda,30.0
12f82af751113d9aaa15e91c,6.0
736f0997e3d4111f5009af96,6.0
5abf0e6b7d7a2c1884f14c59,6.0
982e249d0fe94381b8619729,6.0
13cebf6d485fc60cb7020c30,30.0
326238f401dd93a565f067dd,30.0
0fa10bcaca07b795e8996214,6.0
7d36c8597816e55283a2272e,68.0
1203fc7a324a8bd36bc5e65b,30.0
5531a147d709b583f394d02d,68.0
10ce0ba5148df44ee5e0b380,6.0
21ad204103b6653c17887276,30.0
e7f121249608dfd68cc50465,6.0
795305dbd55ca714ea622ec2,68.0
857c0c1342850ad32e69c9ff,68.0
4474a46c1a9ac33877da339f,6.0
bc55111a46e9a67455937621,6.0
a0b95a340c41e9589b8d7477,6.0
592f7556698d9996898db762,68.0
fd008876e5fd13ee483e3bcf,6.0
1a0e46737fad55968a6ce7f2,68.0
dec5c87f48bbe751fbd8c281,6.0
59ba9516b6baeac61296a6fb,68.0
5765a0705878f289fd94ba89,68.0
a8b80b4fe58576147ea6aae6,6.0
e49f0f37d06b17e397138b2d,6.0
55d39c74354dc4b9a863bbce,68.0
4bdb3c82cd41843d4efab4af,6.0
8b797dc1bdeb3de054e5eafa,6.0
88bda014fcb5c44f13d97594,68.0
8c59b23c20d552c75ea6e272,6.0
27be7189ec166efb81dc38b1,6.0
e55dd51e27e7d018f25c4af8,6.0
e60164dbb0482201b7fe3d63,30.0
f062733629354543adb75e6b,6.0
ccd90ab6fef71794aed5ab98,6.0
7b252894c5ef637bd13727c5,6.0
21ccf706f993aba49bfd6857,68.0
c2f8adc03c7fce033c3c24c6,30.0
bee9781ff742978c9f291833,128.0
aab0c2b97ac4dc37eb3df7aa,6.0
1d413e85d3c9d0dc90ad4a8c,68.0
cc4ccfd06886d425107cea06,68.0
67a9dc09410878abf58b2e26,6.0
6ce6d1bb593da5e7a4e75e74,6.0
c3f7e31841bca3a90db9ef30,68.0
23bf58ccf47a46b2b05f1fd5,6.0
1eae11a55906975a87cca1d6,6.0
0b35909052e86b571cc3b36f,68.0
5ad11409430a266ee3cfa8aa,6.0
7e77f6d86ea115cc368ada1b,68.0
df74fe3390778879580a7a11,6.0
d3a1404093144ee2d32f645c,6.0
7e6cf286590bab8afde029a7,68.0
87a29fa1612792de3505c7f6,6.0
64613719d2757485e8ce7d54,6.0
55bba7d8bf73edfc63a91b32,30.0
ac6f4d5147fa82f828ef691d,6.0
6c99d04d18b680f791c136f1,128.0
222718d49fe5854544a9c084,68.0
836b796d5e9b0b3c2bd8010e,30.0
9c3f21503f848cad98c06cd2,6.0
eb1bce156b99a2b12887fd54,6.0
3e50b98f82c0ea8bf0647dea,6.0
6b66e6e9cea1e4e4c05b2d0a,68.0
73ee206397355f5f2240751e,6.0
c5e1a4794b4701527a25d265,68.0
bad0cf6b7b108dbf49c37e82,6.0
68a4ed3388c9c1e64911d375,6.0
01b6f13cd1cc556aa46292d5,30.0
24ebd2caf883085abe966744,30.0
50036ea88f635ff8fd9dceba,68.0
268ec7ededa344239a9c2a1d,6.0
72b4c3ab458b722caf63e51b,30.0
c5df6f0cba8dfaffeec700a6,6.0
47783a91b1f412d1a9d46f24,6.0
a6c21ef6f1237d094ae57358,6.0
00bd9035c3d6795144e6aeba,30.0
7aadbd3d0f883cf141735ef5,6.0
9307a92add395a1ca20a0397,6.0
4978b3c414c754de6512dfb9,6.0
0e1ffe36c29fb77f61f6817b,68.0
d0af8e74ac81527d00f208a3,68.0
c7960b6c8ba5e415786ec17d,6.0
90e5e1ba35758fc633644c7d,6.0
83443d9ba9e688b630eed5a3,6.0
e7cc1448110f24899fef1096,68.0
eff9693b0eef347b7fba0031,6.0
d56671f649728fe016430cb7,6.0
7b623298d3add1613d122e4d,6.0
4a332546f9c6c29b87d0e635,30.0
2895a1975bfc641b1799e47d,68.0
e2267fa43504fb0f463ca879,30.0
fc6c3670bd7049cfe3d94986,30.0
a5b59f916258a9d8df4415d9,68.0
d2e17f78ed6ae1f5dc1f115d,6.0
61c1aa8cd0cf11052c5a0389,6.0
03269a4889f3afdb3aca14fa,68.0
87cc6b9e952b1a63968a2a3e,6.0
6dcf1bc7e738beebd0d6e2c2,6.0
243ab1a14538c87377214c97,68.0
5fc842c1bf47842dbfd3bb30,30.0
ebec9725e3a71e0c8b699714,68.0
170c82171517f83852df4e7c,68.0
544c4402c485453140f04bb8,6.0
5b7f93e41d8177594f793b5f,6.0
0bd233cb6c7ad55eed8957dd,68.0
375bc40d3db39b91d729ed46,6.0
4695a2024393371aba335909,68.0
e20f05fe2c09e2e9bcdef8d7,6.0
49861d34ae922beb889347fb,6.0
e22845357671b4c7f0bc6b00,6.0
a77924056ac0e35b001cc978,6.0
2aff6fcebf497ecaa454a25b,6.0
904bdd8d837df28f45301a7f,68.0
5832e0ccd71955577ea03bad,6.0
d452768ce84124dc06af9a1b,6.0
ea3b9d117c68b6105ac90b9f,68.0
0ff912b1ab6ad0587aca6b7a,6.0
47d333a62d13ac7906e45c61,6.0
29128738084f51712d32304f,68.0
5cf4ab5b8fb3a6a2c855392f,128.0
5e2f01f7b06a2cae20a213e3,6.0
8790ef35d1344d759f059450,30.0
3ee15c40a4851a00187612b4,6.0
eb2c5edd21d3048cc4bccfc1,6.0
a1bcc5fcf98bddb84aafc140,6.0
642ca1ad7868b2c5cb43aecc,6.0
59ed2b83e1faf66132c05563,6.0
901acb9c69666c12f694f38c,6.0
a1e81cef33a71199095d3467,68.0
1d38e488971f8d242de93f56,68.0
36ee2964f9490acff6393149,68.0
6e14238586f3aeb9d3a1cd25,6.0
25da3eac95e8e4cb86293899,6.0
dd70020b6f9278d0844bbceb,6.0
445bf578c11543dfded46d3c,6.0
aab192979c9f9d03b2cf1fb0,30.0
16c2541dec8d505b66f94040,6.0
4ce393d99bf92db5bbf5b926,6.0
547b5706db9b10172477384f,6.0
7071e8f1af1c790c88c5cb01,6.0
2fe01ec4c387885ffd66ec0a,6.0
3568074623a3e2066470c0ba,6.0
4dadd9151dced2aade91b671,6.0
084054f209c06059ae139cfa,6.0
d948917f7d9492664e46b52b,30.0
11ab58a1576f7d0681206a26,30.0
cf6651540b987604fabdbf7f,6.0
84755de3721280c78ed8745c,68.0
2e057f8574f0eb7702fff6c4,6.0
15e360032848cbd0aa15fb9f,6.0
59bd9627463fb478d3e658df,30.0
188a0f8fd404d0d6445cc612,6.0
9f377b626a0f5bae366181f5,6.0
a9b99b2e403f69b773d37d59,6.0
73f68f911680a74700e75a43,6.0
6e41dc95d7043d948645c5ce,6.0
587fce445b946077013c10cd,128.0
3a262f027710e9ae5b928cf3,6.0
3346cbb3fe06a2daa65a8b1f,6.0
c9329741bda0606b53de0172,6.0
2603c928b8cc4ec463c5bb29,6.0
bb6b6d2f0e616f1ca74ebc03,6.0
3faff900541ced866007f09d,6.0
bedb065730cd4edcd846af11,6.0
7fc8bfcf7c305480e8d1416d,6.0
f9adc2a3f02cd8287fa46069,6.0
f8d2238290b2250bf23edddf,6.0
3cb847de69a6e08dcab20702,6.0
cc5ce688baaf2fe50bc39fe3,6.0
50a711eece45ef7b14556f71,6.0
c28c6746e3c9b996990d49d5,6.0
917dc8de4bb265fbf83da478,30.0
d4d4fd7e38a3582e0debefb9,30.0
7a2f2134b62deaaa9b825a1d,6.0
7e710a29d8435c0dd8a23a1d,6.0
32e2bb901befb9374463cf7a,6.0
245fbe359321517673f21426,6.0
117473ae7215da0578329174,6.0
fa8a07f2807025960116f303,6.0
033712c6c4e3bc40f2654b35,6.0
040ef60ccf127b64c9d1fc39,6.0
0647a6629994bdcea0ec115a,68.0
3dfb5216343f04fe171bb1a5,6.0
e6d406e5a8987815972d7dd6,6.0
81e9fa096fd07d5f631306c5,6.0
1a7b925f2beec07f73324cb8,6.0
f46d4faf358cc16a33cba78b,6.0
b4d87ec00c33d21ee87794c6,6.0
2b038e60f3b18c6983f9b42a,30.0
00a3fb606295233f7d84eab5,6.0
10f48107bebc08b845bd4552,6.0
cd1ecf1a863aebd2696f45ea,6.0
e549e53fa75261521984dcc9,6.0
12b77f7fdb2bd4892937019d,6.0
d955e01479a68da46ac34d7b,6.0
6194d09bd76f890f6015d5c1,6.0
09a734aa5a0a4cd5c43b6584,6.0
1487d46634071e2fbaef36e9,6.0
c21189663be36d9692ae7317,6.0
776c33c5f863475615f463fc,6.0
4206c1325cf481b36af4c93b,6.0
1f6503af7ea600516c2140c7,6.0
4ac44725c570d60ab94f9e3e,6.0
4d8547d624f8d2cc2259dcf3,6.0
d35d0078819a97c97fe3f5aa,6.0
d2aa8629a599696161ee2aea,6.0
fa436920f08b811a9819a4a9,6.0
5b067cf336e12f23ac6e3014,6.0
c3d224c1ec1b9a59a4ccb88d,6.0
c6e38466c03004852757fecf,6.0
1f4ae72665794ad1e1dca85a,6.0
84433bbfc699e5652c63e613,6.0
ec0ee23942517319d9dc876b,6.0
468402ed8bc00f0d75c5f975,6.0
b27f3abc76e36933d6cb6b2f,6.0
ed9e7c328e566b59c7dd9a25,6.0
b17d90e877f7b0ef88fd3f0a,6.0
012014626fcff73c72d747af,6.0
6f5e3992278b4ccf562f9b30,6.0
c88f82c05b713d208527cf81,6.0
44e9f10e085cd435253ff2e4,6.0
7fee17acab2ac508f172dc73,6.0
52683b44e701e9912f1b73ea,6.0
7056c7526daafcc4bda2991a,68.0
aa5b0893ee27a00b5549b102,6.0
d3cd936a2db68041f257dc35,6.0
44e9e50fcb446163e551681f,6.0
a4add5392c2ef64c46f21720,6.0
2772af56b989eacda3fbbb23,6.0
8111bf2f871fd1920f2bc4a9,6.0
74da47562965e1afb1fca863,6.0
6714a456979638c29879a946,6.0
4d333d7e787503947174119e,6.0
319967c3a917fca8ec1bbccd,6.0
368a52ffd472bf7f1d61d191,30.0
6ec99e835c9204efddfbb1e4,6.0
509995aa39f45ff79c878832,6.0
3d497fa43f355072390dd2e9,6.0
5e2cb7e79f9325a175cdb1d3,6.0
073f103307614d38232fe51c,6.0
aa37d79dc6446260c107e66b,6.0
af2d67b0677b28199d477e65,6.0
dd180b4703aafc3fa8e403c6,6.0
6e67a272e837ca6c7e1dfc90,6.0
5848b92fe040d955794c87e4,6.0
dd97aaaa8836c3f78de71b14,6.0
abf1a44e8db04ffc818aba3c,6.0
84bd5f3e9ca726bd307c5231,6.0
710dba9791467a97b0fae0f8,30.0
6d94248a3053b248c0df7587,30.0
1a0c7553bc17a5c426b7d48f,6.0
a22e0879c7fbce44932cee1f,6.0
e1a0a678433eaedf52023e41,30.0
122f76a27d132e5c6320b068,6.0
a6c8a89b7afe8ef92f0eddca,6.0
b1fa9f43ae26ffb44871a405,6.0
def12ec87e63bea02c11903d,6.0
01a3484bdee54b9e09050802,6.0
693df61e67687ee247b37e1f,30.0
4abf657f5424daeca9b43249,6.0
b1e3b19f9eabd51ad410583b,6.0
31c2ba25315700deef896e01,30.0
9584a97774f472171387a9ef,6.0
2ef76219bc81a2e34d6fef7e,30.0
a17b70b9d0f177dff22a21ca,6.0
2f40fb06ce53b1037ee2703b,30.0
6e8afd57efc373cfb197a921,6.0
3c7ce214d7cf7fe947a173ac,6.0
eac38dec7abddbd7cd57dc86,6.0
ae013cee1f6822529db05e52,6.0
3c35e933a034d2e336e94444,6.0
0cb31a0320d4248a40cfdd6c,6.0
903004dd1c45bdf7a080f49c,6.0
6d7cf1ae819fff2ba819f7fc,6.0
94b9b7a4807894cce5f9ad16,6.0
169035d5ba1042b397616743,6.0
c3358bada43a9f6f270dfaf2,6.0
0a2c4d0a126773462c73356e,6.0
06084fa595ffc66f405a78e2,6.0
b2cc46bdd9ab4c14c6da456e,6.0
1c144336ea81f777707fb1ce,6.0
2cb67dd70dc6488bcf24c7dc,6.0
457db8691b308c529f176e56,6.0
fef15ee3204bb5ee00b66782,6.0
54d4091646cb18ae5c24e976,6.0
e0e9a0a0695734c12e400a75,30.0
50e6015a8f1cb7bba0f3be5c,6.0
6139f38bff5626611c8bfaf3,6.0
692d8295ca6af93848cb2374,6.0
23f89dc9c4a0984dd30ec9da,6.0
f622c3b873b92bc420cd6941,6.0
a8fd5bd6efe7951ee5dbb5df,6.0
866c5eb4aff55d005cc3476f,6.0
0d28fee3bca5d4eeb6e0a4ec,6.0
0a38535e84cd14c23cd75857,6.0
227f050bcf4fad93cc7e5d74,6.0
3947687d5804fc6354671c02,6.0
ca90d6e320e60ad4d996188c,30.0
96352ecf0b177a0fbb8f7f83,6.0
3bdeffe34aebafeab9e424e0,6.0
934c74b067885b4e034e5464,6.0
afcfe7a87dc76053eabeb03d,6.0
03284707ff3993e7a29a659c,6.0
23670655d79b299e88021ea5,6.0
711b96b38d63e7a98a8ddbba,6.0
f4eb0bd251d6f8c55a7adb82,6.0
e5afc66b7bbda9a85fba4b45,6.0
5d5e22bf6237962f2fcf8a78,6.0
d096d807176145fba5c40486,6.0
59edb57f259d1a63f617e7a2,6.0
12bc9ffc08e817dff8972fd3,6.0
d3da9addcdc279c0f39fc459,6.0
7986fe9cb611adc1dd185dc5,6.0
d64d6f0a0098d968e0a891fb,6.0
c45f562f3bb147bec322a632,6.0
7cafc2ca4709b304a49022ce,6.0
037d670f514f3d6775c3d774,6.0
1d92ef80a022c97479b4eb86,6.0
92d78ecd1eeb5b10a4dd9fb9,6.0
66651400ad846c77315c9ebd,6.0
16d6b61af85436da3d3a0ff8,6.0
46d5f68e4c1f0c9dbd063684,6.0
d5394f586dfaa41d4008bc98,68.0
da6505be64a442a2161cf575,6.0
77eea4aa02efeaf3c8ed27a2,6.0
875a471ec34914d1501b20ff,6.0
5a1264af293c27d1aa7d47a0,6.0
a2371d0095be5644310aac3b,6.0
0e54f47860d7ccd165b3b01c,30.0
53ed04750dcbb29e4c185391,6.0
54e71cd32e8ce6bb3c5740c8,6.0
05d9b32e3257cf473d2d5c08,30.0
7400a18976d162fa9f20d4e6,6.0
5dfdc4b50077a7cfb60354ed,6.0
daaf200e682767b2ca53b8cd,6.0
bfeecb2e0ab6a7a3395aa44c,6.0
656237fddd049c8a95657306,6.0
7045abc7cdc5aee9afc86ae0,6.0
cb96226f42f55cc267312477,30.0
d68a7ca6d35de8f3614efd9e,6.0
ef63d5d2f0dc0bcb857f98a2,6.0
ca86382a54e0b3419daee667,6.0
1ee8849f3d53b50d40dac2a4,6.0
5e25ef1d363f92fe4de15c05,6.0
315a3b03eab01048ef737000,6.0
d0a60fb1923c56e7ae2bb52f,6.0
c473f015faa6a6fdf43030d7,6.0
15fc2d766c04f5c42d79fcd8,6.0
b38e7baac36f8305b621b92f,6.0
fa4787215a6aeeb8f3aa31d8,6.0
754de6c4becf148490e336ad,6.0
9de9029d3bb82e974b7c355a,6.0
154020c2749985c8186c0282,6.0
918134c593f49a31d815408e,6.0
03aea151a4fcb3b8ea4828c7,6.0
17558d16df266384e6d2fb71,30.0
6e2c643f04acc33986957048,6.0
02472d27904f4fa6604f50b8,6.0
53875f9879529cb03651b52f,6.0
3dded5b5454dabb5a9510c9f,6.0
39c33e4f1635d7a1f1b16bfd,6.0
1a24ea234cc8b5b78374473d,6.0
682a7b32b5a57faa18888252,6.0
9f41f9a203580deb178c6446,6.0
d93683deeed2ea8b171908ca,6.0
63feeed701345c15b0637996,6.0
683667eef45d3d257ee85d2e,6.0
c793e8ffdd98bbff3fd3e846,6.0
598211bb035c9841bb908624,6.0
edb121767f1f3d9f3f9e1371,6.0
547fe459ade61d22f8e62450,6.0
38b8d519df3474f0c0bf476a,6.0
1c514e8f48ebdf375b9dfad5,6.0
b042eb425e032b81049c3c32,6.0
161bf6026fe1e2185bbda7f5,6.0
4bb1ac46072b339844e47cd7,6.0
4e663d8de9c72a3463f5f676,6.0
304adba644d850f79e386597,6.0
ebacf893799226d0cbef4e39,6.0
4d2173d8c090579381cfa5c8,6.0
bd136a3b6284888a643998f8,6.0
80442c8fe5f80b846bfdc697,6.0
debfdf36d26eca66c763c8fc,6.0
55835e6e182ede206f0e89e5,6.0
2c28c1029a15a6549ca91efa,6.0
f9719d83e1385388a6bf98c3,6.0
242160d69747406867c89260,6.0
7abfd1b150bc6c1a683b6f05,6.0
d01b63cfd67838d3b2d1242b,6.0
444a2f9dca505bc1ca7af840,6.0
1f9251a0f94363fd1ced6f0b,6.0
aecbad258fe6fd1a122e93bb,6.0
612e9df01a48281a20348227,6.0
1b063073fa5c81fec4d70133,6.0
3517503e196f077df2d2f76a,6.0
97e50251e63c3342ec196b21,6.0
d220631f7f463a34bee20ff3,6.0
0688a5d5e6080cf2831233e9,6.0
7cf355648dcf62124c581f1b,30.0
7db8f956626db6d74fe61151,6.0
5bf913ff0bf9eb79f46619ff,6.0
5044d5fbe292e164ee76aad0,6.0
f4f3ec6c7250e71e776fc5ee,30.0
5cc890edd1050f6c48ce366d,6.0
30b2b04a3ac028ab65848a49,30.0
7acb4a28457e91d95c4f8aa6,6.0
ff0d98b407ecf3a61004036c,6.0
0ae750c7b904c19471c0f509,6.0
7b63a17390b0ebdcf176685a,6.0
1d66e961dd7eed8af8ea0259,6.0
fa1a71c964654bcc909078d8,6.0
0c13b885e23916d612615724,6.0
e02384f051a6416650b270a1,6.0
44862ec8e4169e91d4cdfc1c,6.0
e6504a19aa338f045edb2228,6.0
dafcd7671627e2ef510fc1e0,6.0
de4ffda1d90c84787e4175d1,68.0
255e7e809e001831781b157c,6.0
522605d86c11a8e96b090047,6.0
5a0b1998e004ca9aafbd8424,6.0
03b1b95835fe1d646f67449d,6.0
0986a52f5e05ee860756ac5d,6.0
5d2836f884ed5ffb5bfb806c,6.0
8ae8da229a27a4a953e2d767,6.0
1f5f39852adfa2412f849679,6.0
08fc7d5899116b8b5a93fdd1,6.0
724ec5035318d71308729a2c,68.0
fc41d42225f6299725f9ca48,6.0
08bd6295df8ae05d38883698,6.0
9a30397cee64bc0652a3c01c,6.0
b8746293794d5f491665ad7a,6.0
8ec5021480a98eba419915de,6.0
89c36bbe1c5e684196ff9532,6.0
902b57bb77758bf8ba5b0baa,6.0
8420d72df6981987a2f30f96,6.0
73263fd51df0d55daa0eded2,6.0
f73e2bec6fa117543b416d6d,6.0
367c901921882aa8d87b0ba7,6.0
2bf92f0def15a4955175b67d,6.0
1d8d230e69538af690edf2ed,6.0
be0d76203cf14a64159b55c5,30.0
84ca746722f8a8e24540fefb,6.0
f780bc2b65437fb9245e7811,6.0
7f2aadfde21fe771fecddb83,6.0
fe14927d8bda7d6107b4db2c,6.0
d2de4242a4b3de02ee12bcf4,30.0
75830520c0f8045cc14b89f0,6.0
bc6557d2e177c8c24689f8e9,6.0
1d9f628f51dc6b191006648c,6.0
50c7db9b2c94a506c4160482,30.0
7fa1683abbd9d65bb5a79d86,6.0
cdcb1657157a0ceb78ed83ec,6.0
97a9ffa65e430cd324cb6df4,6.0
b598b815febf3fee7d0b5f4e,6.0
cf87b0bc419419c34cee8020,6.0
230c626596a26fa9e3ded19f,6.0
aff490e9345e9aa8a3d710b2,6.0
e091faad85c636a2f395fdbf,30.0
52e222b68bff46598ea1c996,6.0
1f3312422101277bb485bac0,6.0
4de92e67602d030f86b3b90b,6.0
a69d2f7215840b8c695c9f55,6.0
b060407858a5b7e69abe2853,68.0
